# 
# runname = 'GJ1214'; g = 1.0650e+03; mgas = 8.3027e-24; rho_int = 2.8000e+00; an = 1.0000e-07; mn0 = 1.1729e-20; f_stick = 1.0000e+00; T_star = 3.1100e+03; cs_com = 8.0000e-15; cs_mol = 2.0000e-15; Pref = 1.0000e+06; R_star = 1.5040e+10; Rp = 1.7516e+09; rp = 2.2290e+11; gibbsfile = '/home/helong/ARCiS/code/tables/gibbs_test.txt'; rootdir = '/home/helong/ARCiS/code'; 
# 2Na + 2HCl -> 2NaCl(s) + H2; 2K + 2HCl -> 2KCl(s) + H2; Zn + H2S -> ZnS(s) + H2; 2Na + H2S -> Na2S(s) + H2; 
#cols::logP T(K) rhop(gcm-3) ap(cm) Sn NaCl(s) KCl(s) ZnS(s) Na2S(s) Na HCl K Zn H2S nuclei
  2.1953e+00  5.0451e+02  2.0234e+00  3.0822e-06  6.7028e-42  2.2893e-12  3.7854e-07  9.7313e-07  5.5261e-06  5.1722e-15  1.4579e-17  2.7955e-05  2.7625e-18  7.6148e-03  3.2505e-10
  2.2160e+00  5.0452e+02  2.0234e+00  3.0822e-06  1.7798e-41  2.4459e-12  4.0445e-07  1.0397e-06  5.9043e-06  5.0807e-15  1.4423e-17  2.7955e-05  2.7265e-18  7.6148e-03  3.4732e-10
  2.2367e+00  5.0453e+02  2.0234e+00  3.0821e-06  4.6755e-41  2.6099e-12  4.3156e-07  1.1094e-06  6.3001e-06  4.9898e-15  1.4271e-17  2.7955e-05  2.6899e-18  7.6148e-03  3.7063e-10
  2.2574e+00  5.0454e+02  2.0234e+00  3.0820e-06  1.2152e-40  2.7813e-12  4.5990e-07  1.1823e-06  6.7138e-06  4.8994e-15  1.4121e-17  2.7955e-05  2.6526e-18  7.6148e-03  3.9499e-10
  2.2781e+00  5.0455e+02  2.0234e+00  3.0819e-06  3.1247e-40  2.9602e-12  4.8948e-07  1.2583e-06  7.1456e-06  4.8099e-15  1.3974e-17  2.7955e-05  2.6148e-18  7.6148e-03  4.2043e-10
  2.2987e+00  5.0456e+02  2.0234e+00  3.0818e-06  7.9495e-40  3.1467e-12  5.2032e-07  1.3376e-06  7.5958e-06  4.7213e-15  1.3829e-17  2.7955e-05  2.5765e-18  7.6148e-03  4.4696e-10
  2.3194e+00  5.0457e+02  2.0234e+00  3.0817e-06  2.0009e-39  3.3408e-12  5.5243e-07  1.4201e-06  8.0645e-06  4.6337e-15  1.3687e-17  2.7955e-05  2.5378e-18  7.6148e-03  4.7459e-10
  2.3401e+00  5.0457e+02  2.0234e+00  3.0816e-06  4.9826e-39  3.5428e-12  5.8582e-07  1.5060e-06  8.5520e-06  4.5473e-15  1.3548e-17  2.7955e-05  2.4989e-18  7.6148e-03  5.0333e-10
  2.3608e+00  5.0458e+02  2.0234e+00  3.0815e-06  1.2276e-38  3.7526e-12  6.2050e-07  1.5951e-06  9.0584e-06  4.4621e-15  1.3411e-17  2.7955e-05  2.4597e-18  7.6148e-03  5.3319e-10
  2.3815e+00  5.0459e+02  2.0234e+00  3.0814e-06  2.9923e-38  3.9702e-12  6.5649e-07  1.6877e-06  9.5837e-06  4.3782e-15  1.3277e-17  2.7955e-05  2.4204e-18  7.6148e-03  5.6418e-10
  2.4022e+00  5.0461e+02  2.0234e+00  3.0813e-06  7.2162e-38  4.1958e-12  6.9379e-07  1.7835e-06  1.0128e-05  4.2957e-15  1.3145e-17  2.7955e-05  2.3811e-18  7.6148e-03  5.9631e-10
  2.4228e+00  5.0462e+02  2.0234e+00  3.0811e-06  1.7217e-37  4.4293e-12  7.3240e-07  1.8828e-06  1.0692e-05  4.2146e-15  1.3015e-17  2.7955e-05  2.3419e-18  7.6148e-03  6.2958e-10
  2.4435e+00  5.0463e+02  2.0234e+00  3.0810e-06  4.0643e-37  4.6707e-12  7.7232e-07  1.9854e-06  1.1275e-05  4.1349e-15  1.2888e-17  2.7955e-05  2.3027e-18  7.6148e-03  6.6399e-10
  2.4642e+00  5.0464e+02  2.0234e+00  3.0808e-06  9.4919e-37  4.9201e-12  8.1355e-07  2.0914e-06  1.1877e-05  4.0567e-15  1.2763e-17  2.7955e-05  2.2638e-18  7.6148e-03  6.9956e-10
  2.4849e+00  5.0465e+02  2.0234e+00  3.0806e-06  2.1932e-36  5.1774e-12  8.5610e-07  2.2008e-06  1.2498e-05  3.9800e-15  1.2640e-17  2.7955e-05  2.2250e-18  7.6148e-03  7.3627e-10
  2.5056e+00  5.0466e+02  2.0234e+00  3.0804e-06  5.0137e-36  5.4426e-12  8.9995e-07  2.3135e-06  1.3138e-05  3.9047e-15  1.2518e-17  2.7955e-05  2.1866e-18  7.6148e-03  7.7412e-10
  2.5262e+00  5.0467e+02  2.0234e+00  3.0802e-06  1.1340e-35  5.7157e-12  9.4510e-07  2.4296e-06  1.3797e-05  3.8309e-15  1.2399e-17  2.7955e-05  2.1486e-18  7.6148e-03  8.1312e-10
  2.5469e+00  5.0468e+02  2.0234e+00  3.0800e-06  2.5374e-35  5.9966e-12  9.9155e-07  2.5490e-06  1.4475e-05  3.7585e-15  1.2281e-17  2.7955e-05  2.1110e-18  7.6148e-03  8.5326e-10
  2.5676e+00  5.0470e+02  2.0234e+00  3.0798e-06  5.6174e-35  6.2853e-12  1.0393e-06  2.6717e-06  1.5172e-05  3.6876e-15  1.2164e-17  2.7955e-05  2.0738e-18  7.6148e-03  8.9454e-10
  2.5883e+00  5.0471e+02  2.0234e+00  3.0796e-06  1.2304e-34  6.5816e-12  1.0883e-06  2.7977e-06  1.5887e-05  3.6181e-15  1.2049e-17  2.7955e-05  2.0371e-18  7.6148e-03  9.3694e-10
  2.6090e+00  5.0472e+02  2.0234e+00  3.0793e-06  2.6662e-34  6.8856e-12  1.1385e-06  2.9269e-06  1.6621e-05  3.5500e-15  1.1936e-17  2.7955e-05  2.0010e-18  7.6148e-03  9.8046e-10
  2.6297e+00  5.0474e+02  2.0234e+00  3.0790e-06  5.7163e-34  7.1971e-12  1.1901e-06  3.0593e-06  1.7373e-05  3.4833e-15  1.1824e-17  2.7955e-05  1.9654e-18  7.6148e-03  1.0251e-09
  2.6503e+00  5.0475e+02  2.0234e+00  3.0787e-06  1.2125e-33  7.5160e-12  1.2428e-06  3.1948e-06  1.8143e-05  3.4180e-15  1.1713e-17  2.7955e-05  1.9303e-18  7.6148e-03  1.0708e-09
  2.6710e+00  5.0476e+02  2.0234e+00  3.0784e-06  2.5445e-33  7.8422e-12  1.2967e-06  3.3335e-06  1.8930e-05  3.3540e-15  1.1604e-17  2.7955e-05  1.8959e-18  7.6148e-03  1.1176e-09
  2.6917e+00  5.0478e+02  2.0234e+00  3.0781e-06  5.2831e-33  8.1756e-12  1.3518e-06  3.4752e-06  1.9735e-05  3.2913e-15  1.1496e-17  2.7955e-05  1.8620e-18  7.6148e-03  1.1655e-09
  2.7124e+00  5.0479e+02  2.0234e+00  3.0777e-06  1.0852e-32  8.5160e-12  1.4081e-06  3.6199e-06  2.0556e-05  3.2299e-15  1.1389e-17  2.7955e-05  1.8287e-18  7.6148e-03  1.2145e-09
  2.7331e+00  5.0480e+02  2.0234e+00  3.0774e-06  2.2056e-32  8.8633e-12  1.4655e-06  3.7675e-06  2.1395e-05  3.1698e-15  1.1283e-17  2.7955e-05  1.7961e-18  7.6148e-03  1.2644e-09
  2.7538e+00  5.0482e+02  2.0234e+00  3.0770e-06  4.4347e-32  9.2174e-12  1.5241e-06  3.9180e-06  2.2249e-05  3.1109e-15  1.1179e-17  2.7955e-05  1.7641e-18  7.6148e-03  1.3154e-09
  2.7744e+00  5.0483e+02  2.0234e+00  3.0766e-06  8.8220e-32  9.5780e-12  1.5837e-06  4.0713e-06  2.3120e-05  3.0532e-15  1.1075e-17  2.7955e-05  1.7327e-18  7.6148e-03  1.3675e-09
  2.7951e+00  5.0485e+02  2.0234e+00  3.0761e-06  1.7363e-31  9.9450e-12  1.6444e-06  4.2273e-06  2.4005e-05  2.9967e-15  1.0973e-17  2.7955e-05  1.7019e-18  7.6148e-03  1.4205e-09
  2.8158e+00  5.0487e+02  2.0234e+00  3.0757e-06  3.3810e-31  1.0318e-11  1.7061e-06  4.3859e-06  2.4906e-05  2.9414e-15  1.0872e-17  2.7955e-05  1.6717e-18  7.6148e-03  1.4744e-09
  2.8365e+00  5.0488e+02  2.0234e+00  3.0752e-06  6.5134e-31  1.0698e-11  1.7688e-06  4.5471e-06  2.5822e-05  2.8872e-15  1.0773e-17  2.7955e-05  1.6421e-18  7.6148e-03  1.5294e-09
  2.8572e+00  5.0490e+02  2.0234e+00  3.0747e-06  1.2415e-30  1.1083e-11  1.8325e-06  4.7108e-06  2.6751e-05  2.8341e-15  1.0674e-17  2.7955e-05  1.6131e-18  7.6148e-03  1.5852e-09
  2.8778e+00  5.0491e+02  2.0234e+00  3.0741e-06  2.3411e-30  1.1474e-11  1.8971e-06  4.8769e-06  2.7695e-05  2.7822e-15  1.0576e-17  2.7955e-05  1.5847e-18  7.6148e-03  1.6420e-09
  2.8985e+00  5.0493e+02  2.0234e+00  3.0735e-06  4.3676e-30  1.1870e-11  1.9626e-06  5.0454e-06  2.8651e-05  2.7313e-15  1.0480e-17  2.7955e-05  1.5569e-18  7.6148e-03  1.6996e-09
  2.9192e+00  5.0495e+02  2.0234e+00  3.0729e-06  8.0619e-30  1.2271e-11  2.0290e-06  5.2160e-06  2.9620e-05  2.6815e-15  1.0385e-17  2.7955e-05  1.5296e-18  7.6148e-03  1.7581e-09
  2.9399e+00  5.0497e+02  2.0234e+00  3.0723e-06  1.4723e-29  1.2678e-11  2.0962e-06  5.3888e-06  3.0601e-05  2.6327e-15  1.0291e-17  2.7955e-05  1.5030e-18  7.6148e-03  1.8175e-09
  2.9606e+00  5.0498e+02  2.0234e+00  3.0716e-06  2.6600e-29  1.3089e-11  2.1642e-06  5.5636e-06  3.1594e-05  2.5849e-15  1.0198e-17  2.7955e-05  1.4768e-18  7.6148e-03  1.8777e-09
  2.9813e+00  5.0500e+02  2.0234e+00  3.0710e-06  4.7549e-29  1.3505e-11  2.2330e-06  5.7404e-06  3.2598e-05  2.5381e-15  1.0106e-17  2.7955e-05  1.4513e-18  7.6148e-03  1.9386e-09
  3.0019e+00  5.0502e+02  2.0234e+00  3.0702e-06  8.4091e-29  1.3925e-11  2.3025e-06  5.9190e-06  3.3612e-05  2.4923e-15  1.0015e-17  2.7955e-05  1.4262e-18  7.6148e-03  2.0004e-09
  3.0226e+00  5.0504e+02  2.0234e+00  3.0695e-06  1.4714e-28  1.4350e-11  2.3726e-06  6.0994e-06  3.4637e-05  2.4474e-15  9.9251e-18  2.7955e-05  1.4017e-18  7.6148e-03  2.0629e-09
  3.0433e+00  5.0506e+02  2.0234e+00  3.0687e-06  2.5471e-28  1.4778e-11  2.4434e-06  6.2814e-06  3.5670e-05  2.4034e-15  9.8363e-18  2.7955e-05  1.3777e-18  7.6148e-03  2.1261e-09
  3.0640e+00  5.0508e+02  2.0234e+00  3.0678e-06  4.3623e-28  1.5210e-11  2.5149e-06  6.4650e-06  3.6713e-05  2.3604e-15  9.7487e-18  2.7955e-05  1.3542e-18  7.6148e-03  2.1900e-09
  3.0847e+00  5.0510e+02  2.0234e+00  3.0670e-06  7.3918e-28  1.5645e-11  2.5869e-06  6.6501e-06  3.7764e-05  2.3183e-15  9.6621e-18  2.7955e-05  1.3312e-18  7.6148e-03  2.2546e-09
  3.1054e+00  5.0512e+02  2.0234e+00  3.0660e-06  1.2392e-27  1.6084e-11  2.6594e-06  6.8365e-06  3.8822e-05  2.2770e-15  9.5765e-18  2.7955e-05  1.3087e-18  7.6148e-03  2.3199e-09
  3.1260e+00  5.0514e+02  2.0234e+00  3.0651e-06  2.0553e-27  1.6526e-11  2.7324e-06  7.0242e-06  3.9888e-05  2.2366e-15  9.4920e-18  2.7955e-05  1.2866e-18  7.6148e-03  2.3858e-09
  3.1467e+00  5.0517e+02  2.0234e+00  3.0641e-06  3.3727e-27  1.6970e-11  2.8058e-06  7.2130e-06  4.0961e-05  2.1971e-15  9.4085e-18  2.7955e-05  1.2651e-18  7.6148e-03  2.4524e-09
  3.1674e+00  5.0519e+02  2.0234e+00  3.0631e-06  5.4756e-27  1.7417e-11  2.8797e-06  7.4029e-06  4.2039e-05  2.1584e-15  9.3260e-18  2.7955e-05  1.2440e-18  7.6148e-03  2.5195e-09
  3.1881e+00  5.0521e+02  2.0234e+00  3.0620e-06  8.7951e-27  1.7866e-11  2.9539e-06  7.5937e-06  4.3123e-05  2.1204e-15  9.2445e-18  2.7955e-05  1.2233e-18  7.6148e-03  2.5872e-09
  3.2088e+00  5.0523e+02  2.0234e+00  3.0609e-06  1.3977e-26  1.8317e-11  3.0285e-06  7.7854e-06  4.4211e-05  2.0833e-15  9.1640e-18  2.7955e-05  1.2031e-18  7.6148e-03  2.6554e-09
  3.2294e+00  5.0526e+02  2.0234e+00  3.0597e-06  2.1975e-26  1.8770e-11  3.1034e-06  7.9779e-06  4.5304e-05  2.0470e-15  9.0846e-18  2.7955e-05  1.1833e-18  7.6148e-03  2.7242e-09
  3.2501e+00  5.0528e+02  2.0234e+00  3.0585e-06  3.4182e-26  1.9224e-11  3.1785e-06  8.1710e-06  4.6401e-05  2.0114e-15  9.0061e-18  2.7955e-05  1.1639e-18  7.6148e-03  2.7935e-09
  3.2708e+00  5.0531e+02  2.0234e+00  3.0572e-06  5.2606e-26  1.9680e-11  3.2538e-06  8.3647e-06  4.7501e-05  1.9766e-15  8.9286e-18  2.7955e-05  1.1450e-18  7.6148e-03  2.8632e-09
  3.2915e+00  5.0533e+02  2.0234e+00  3.0559e-06  8.0097e-26  2.0137e-11  3.3294e-06  8.5589e-06  4.8603e-05  1.9424e-15  8.8520e-18  2.7955e-05  1.1264e-18  7.6148e-03  2.9335e-09
  3.3122e+00  5.0536e+02  2.0234e+00  3.0545e-06  1.2066e-25  2.0595e-11  3.4050e-06  8.7534e-06  4.9708e-05  1.9091e-15  8.7765e-18  2.7955e-05  1.1083e-18  7.6148e-03  3.0042e-09
  3.3329e+00  5.0538e+02  2.0234e+00  3.0531e-06  1.7983e-25  2.1053e-11  3.4808e-06  8.9482e-06  5.0814e-05  1.8764e-15  8.7018e-18  2.7955e-05  1.0905e-18  7.6148e-03  3.0753e-09
  3.3535e+00  5.0541e+02  2.0234e+00  3.0516e-06  2.6516e-25  2.1512e-11  3.5567e-06  9.1432e-06  5.1922e-05  1.8444e-15  8.6282e-18  2.7955e-05  1.0732e-18  7.6148e-03  3.1468e-09
  3.3742e+00  5.0544e+02  2.0234e+00  3.0501e-06  3.8682e-25  2.1971e-11  3.6326e-06  9.3383e-06  5.3029e-05  1.8131e-15  8.5555e-18  2.7955e-05  1.0562e-18  7.6148e-03  3.2188e-09
  3.3949e+00  5.0547e+02  2.0234e+00  3.0486e-06  5.5831e-25  2.2430e-11  3.7084e-06  9.5333e-06  5.4137e-05  1.7824e-15  8.4837e-18  2.7955e-05  1.0396e-18  7.6148e-03  3.2911e-09
  3.4156e+00  5.0549e+02  2.0234e+00  3.0470e-06  7.9724e-25  2.2889e-11  3.7843e-06  9.7283e-06  5.5245e-05  1.7524e-15  8.4129e-18  2.7955e-05  1.0233e-18  7.6148e-03  3.3637e-09
  3.4363e+00  5.0552e+02  2.0234e+00  3.0453e-06  1.1263e-24  2.3347e-11  3.8601e-06  9.9232e-06  5.6351e-05  1.7230e-15  8.3430e-18  2.7955e-05  1.0074e-18  7.6148e-03  3.4367e-09
  3.4570e+00  5.0555e+02  2.0234e+00  3.0436e-06  1.5743e-24  2.3805e-11  3.9358e-06  1.0118e-05  5.7456e-05  1.6943e-15  8.2740e-18  2.7955e-05  9.9187e-19  7.6148e-03  3.5099e-09
  3.4776e+00  5.0558e+02  2.0234e+00  3.0419e-06  2.1771e-24  2.4262e-11  4.0113e-06  1.0312e-05  5.8559e-05  1.6661e-15  8.2059e-18  2.7955e-05  9.7667e-19  7.6148e-03  3.5834e-09
  3.4983e+00  5.0561e+02  2.0234e+00  3.0401e-06  2.9786e-24  2.4719e-11  4.0867e-06  1.0506e-05  5.9659e-05  1.6386e-15  8.1387e-18  2.7955e-05  9.6180e-19  7.6148e-03  3.6571e-09
  3.5190e+00  5.0565e+02  2.0234e+00  3.0384e-06  4.0318e-24  2.5173e-11  4.1619e-06  1.0699e-05  6.0757e-05  1.6116e-15  8.0725e-18  2.7955e-05  9.4726e-19  7.6148e-03  3.7309e-09
  3.5397e+00  5.0568e+02  2.0234e+00  3.0366e-06  5.3994e-24  2.5627e-11  4.2369e-06  1.0892e-05  6.1852e-05  1.5852e-15  8.0071e-18  2.7955e-05  9.3304e-19  7.6148e-03  3.8047e-09
  3.5604e+00  5.0571e+02  2.0234e+00  3.0348e-06  7.1540e-24  2.6079e-11  4.3116e-06  1.1084e-05  6.2943e-05  1.5594e-15  7.9426e-18  2.7955e-05  9.1915e-19  7.6148e-03  3.8786e-09
  3.5810e+00  5.0574e+02  2.0234e+00  3.0331e-06  9.3779e-24  2.6530e-11  4.3861e-06  1.1275e-05  6.4030e-05  1.5342e-15  7.8790e-18  2.7955e-05  9.0556e-19  7.6148e-03  3.9523e-09
  3.6017e+00  5.0578e+02  2.0234e+00  3.0314e-06  1.2162e-23  2.6979e-11  4.4603e-06  1.1466e-05  6.5113e-05  1.5095e-15  7.8163e-18  2.7955e-05  8.9228e-19  7.6148e-03  4.0258e-09
  3.6224e+00  5.0581e+02  2.0234e+00  3.0299e-06  1.5606e-23  2.7425e-11  4.5341e-06  1.1656e-05  6.6190e-05  1.4853e-15  7.7544e-18  2.7955e-05  8.7931e-19  7.6148e-03  4.0988e-09
  3.6431e+00  5.0585e+02  2.0234e+00  3.0284e-06  1.9811e-23  2.7870e-11  4.6076e-06  1.1845e-05  6.7263e-05  1.4616e-15  7.6934e-18  2.7955e-05  8.6663e-19  7.6148e-03  4.1713e-09
  3.6638e+00  5.0588e+02  2.0234e+00  3.0271e-06  2.4882e-23  2.8312e-11  4.6807e-06  1.2033e-05  6.8331e-05  1.4385e-15  7.6333e-18  2.7955e-05  8.5424e-19  7.6148e-03  4.2429e-09
  3.6845e+00  5.0592e+02  2.0234e+00  3.0260e-06  3.0919e-23  2.8753e-11  4.7535e-06  1.2220e-05  6.9393e-05  1.4158e-15  7.5740e-18  2.7955e-05  8.4213e-19  7.6148e-03  4.3135e-09
  3.7051e+00  5.0596e+02  2.0234e+00  3.0252e-06  3.8011e-23  2.9190e-11  4.8258e-06  1.2406e-05  7.0449e-05  1.3937e-15  7.5156e-18  2.7955e-05  8.3031e-19  7.6148e-03  4.3828e-09
  3.7258e+00  5.0600e+02  2.0234e+00  3.0247e-06  4.6233e-23  2.9626e-11  4.8977e-06  1.2591e-05  7.1499e-05  1.3720e-15  7.4581e-18  2.7955e-05  8.1876e-19  7.6148e-03  4.4503e-09
  3.7465e+00  5.0604e+02  2.0234e+00  3.0246e-06  5.5635e-23  3.0058e-11  4.9692e-06  1.2775e-05  7.2543e-05  1.3508e-15  7.4013e-18  2.7955e-05  8.0748e-19  7.6148e-03  4.5157e-09
  3.7672e+00  5.0608e+02  2.0234e+00  3.0249e-06  6.6237e-23  3.0488e-11  5.0403e-06  1.2957e-05  7.3581e-05  1.3301e-15  7.3454e-18  2.7955e-05  7.9647e-19  7.6148e-03  4.5787e-09
  3.7879e+00  5.0612e+02  2.0234e+00  3.0258e-06  7.8021e-23  3.0916e-11  5.1109e-06  1.3139e-05  7.4612e-05  1.3098e-15  7.2904e-18  2.7955e-05  7.8572e-19  7.6148e-03  4.6388e-09
  3.8086e+00  5.0616e+02  2.0234e+00  3.0273e-06  9.0923e-23  3.1341e-11  5.1811e-06  1.3319e-05  7.5636e-05  1.2900e-15  7.2362e-18  2.7955e-05  7.7523e-19  7.6148e-03  4.6954e-09
  3.8292e+00  5.0620e+02  2.0234e+00  3.0296e-06  1.0483e-22  3.1763e-11  5.2509e-06  1.3498e-05  7.6654e-05  1.2706e-15  7.1828e-18  2.7955e-05  7.6499e-19  7.6148e-03  4.7482e-09
  3.8499e+00  5.0625e+02  2.0234e+00  3.0326e-06  1.1958e-22  3.2182e-11  5.3201e-06  1.3677e-05  7.7666e-05  1.2517e-15  7.1302e-18  2.7955e-05  7.5500e-19  7.6148e-03  4.7964e-09
  3.8706e+00  5.0629e+02  2.0234e+00  3.0365e-06  1.3496e-22  3.2599e-11  5.3890e-06  1.3854e-05  7.8670e-05  1.2332e-15  7.0784e-18  2.7955e-05  7.4525e-19  7.6148e-03  4.8397e-09
  3.8913e+00  5.0634e+02  2.0234e+00  3.0414e-06  1.5069e-22  3.3012e-11  5.4574e-06  1.4029e-05  7.9669e-05  1.2151e-15  7.0275e-18  2.7955e-05  7.3575e-19  7.6148e-03  4.8775e-09
  3.9120e+00  5.0638e+02  2.0234e+00  3.0474e-06  1.6646e-22  3.3424e-11  5.5254e-06  1.4204e-05  8.0661e-05  1.1974e-15  6.9774e-18  2.7955e-05  7.2648e-19  7.6148e-03  4.9093e-09
  3.9326e+00  5.0643e+02  2.0234e+00  3.0545e-06  1.8193e-22  3.3833e-11  5.5929e-06  1.4378e-05  8.1647e-05  1.1801e-15  6.9280e-18  2.7955e-05  7.1745e-19  7.6148e-03  4.9345e-09
  3.9533e+00  5.0648e+02  2.0234e+00  3.0629e-06  1.9672e-22  3.4239e-11  5.6600e-06  1.4550e-05  8.2628e-05  1.1632e-15  6.8795e-18  2.7955e-05  7.0864e-19  7.6148e-03  4.9528e-09
  3.9740e+00  5.0653e+02  2.0234e+00  3.0726e-06  2.1045e-22  3.4643e-11  5.7268e-06  1.4722e-05  8.3602e-05  1.1467e-15  6.8318e-18  2.7955e-05  7.0007e-19  7.6148e-03  4.9639e-09
  3.9947e+00  5.0658e+02  2.0234e+00  3.0837e-06  2.2274e-22  3.5045e-11  5.7932e-06  1.4893e-05  8.4571e-05  1.1306e-15  6.7849e-18  2.7955e-05  6.9172e-19  7.6148e-03  4.9673e-09
  4.0154e+00  5.0663e+02  2.0234e+00  3.0963e-06  2.3325e-22  3.5445e-11  5.8592e-06  1.5062e-05  8.5535e-05  1.1148e-15  6.7387e-18  2.7955e-05  6.8358e-19  7.6148e-03  4.9628e-09
  4.0361e+00  5.0668e+02  2.0234e+00  3.1104e-06  2.4165e-22  3.5842e-11  5.9249e-06  1.5231e-05  8.6493e-05  1.0994e-15  6.6934e-18  2.7955e-05  6.7567e-19  7.6148e-03  4.9504e-09
  4.0567e+00  5.0674e+02  2.0234e+00  3.1261e-06  2.4769e-22  3.6238e-11  5.9902e-06  1.5399e-05  8.7448e-05  1.0844e-15  6.6489e-18  2.7955e-05  6.6796e-19  7.6148e-03  4.9300e-09
  4.0774e+00  5.0679e+02  2.0234e+00  3.1435e-06  2.5118e-22  3.6632e-11  6.0553e-06  1.5566e-05  8.8398e-05  1.0697e-15  6.6051e-18  2.7955e-05  6.6047e-19  7.6148e-03  4.9017e-09
  4.0981e+00  5.0685e+02  2.0234e+00  3.1624e-06  2.5201e-22  3.7024e-11  6.1201e-06  1.5733e-05  8.9343e-05  1.0554e-15  6.5621e-18  2.7955e-05  6.5319e-19  7.6148e-03  4.8656e-09
  4.1188e+00  5.0690e+02  2.0234e+00  3.1830e-06  2.5015e-22  3.7415e-11  6.1846e-06  1.5899e-05  9.0286e-05  1.0414e-15  6.5200e-18  2.7955e-05  6.4612e-19  7.6148e-03  4.8220e-09
  4.1395e+00  5.0696e+02  2.0234e+00  3.2053e-06  2.4566e-22  3.7804e-11  6.2490e-06  1.6064e-05  9.1225e-05  1.0278e-15  6.4786e-18  2.7955e-05  6.3924e-19  7.6148e-03  4.7713e-09
  4.1602e+00  5.0702e+02  2.0234e+00  3.2292e-06  2.3869e-22  3.8192e-11  6.3131e-06  1.6229e-05  9.2161e-05  1.0145e-15  6.4379e-18  2.7955e-05  6.3257e-19  7.6148e-03  4.7138e-09
  4.1808e+00  5.0708e+02  2.0234e+00  3.2548e-06  2.2945e-22  3.8579e-11  6.3770e-06  1.6393e-05  9.3094e-05  1.0015e-15  6.3981e-18  2.7955e-05  6.2610e-19  7.6148e-03  4.6502e-09
  4.2015e+00  5.0714e+02  2.0234e+00  3.2820e-06  2.1821e-22  3.8966e-11  6.4408e-06  1.6557e-05  9.4025e-05  9.8883e-16  6.3590e-18  2.7955e-05  6.1982e-19  7.6148e-03  4.5809e-09
  4.2222e+00  5.0721e+02  2.0234e+00  3.3108e-06  2.0532e-22  3.9351e-11  6.5044e-06  1.6721e-05  9.4954e-05  9.7649e-16  6.3207e-18  2.7955e-05  6.1374e-19  7.6148e-03  4.5066e-09
  4.2429e+00  5.0727e+02  2.0234e+00  3.3411e-06  1.9114e-22  3.9735e-11  6.5679e-06  1.6884e-05  9.5881e-05  9.6446e-16  6.2832e-18  2.7955e-05  6.0785e-19  7.6148e-03  4.4278e-09
  4.2636e+00  5.0734e+02  2.0234e+00  3.3729e-06  1.7604e-22  4.0119e-11  6.6313e-06  1.7047e-05  9.6806e-05  9.5273e-16  6.2465e-18  2.7955e-05  6.0215e-19  7.6148e-03  4.3454e-09
  4.2842e+00  5.0740e+02  2.0234e+00  3.4061e-06  1.6041e-22  4.0503e-11  6.6946e-06  1.7210e-05  9.7731e-05  9.4131e-16  6.2105e-18  2.7955e-05  5.9663e-19  7.6148e-03  4.2597e-09
  4.3049e+00  5.0747e+02  2.0234e+00  3.4407e-06  1.4462e-22  4.0886e-11  6.7578e-06  1.7373e-05  9.8654e-05  9.3019e-16  6.1753e-18  2.7955e-05  5.9131e-19  7.6148e-03  4.1716e-09
  4.3256e+00  5.0754e+02  2.0234e+00  3.4766e-06  1.2899e-22  4.1268e-11  6.8210e-06  1.7535e-05  9.9576e-05  9.1936e-16  6.1409e-18  2.7955e-05  5.8617e-19  7.6148e-03  4.0816e-09
  4.3463e+00  5.0761e+02  2.0234e+00  3.5137e-06  1.1382e-22  4.1651e-11  6.8841e-06  1.7697e-05  1.0050e-04  9.0882e-16  6.1073e-18  2.7955e-05  5.8122e-19  7.6148e-03  3.9902e-09
  4.3670e+00  5.0768e+02  2.0234e+00  3.5519e-06  9.9375e-23  4.2033e-11  6.9472e-06  1.7859e-05  1.0142e-04  8.9856e-16  6.0744e-18  2.7955e-05  5.7644e-19  7.6148e-03  3.8980e-09
  4.3877e+00  5.0776e+02  2.0234e+00  3.5913e-06  8.5836e-23  4.2415e-11  7.0103e-06  1.8021e-05  1.0234e-04  8.8859e-16  6.0424e-18  2.7955e-05  5.7185e-19  7.6148e-03  3.8054e-09
  4.4083e+00  5.0783e+02  2.0234e+00  3.6317e-06  7.3353e-23  4.2796e-11  7.0733e-06  1.8183e-05  1.0326e-04  8.7889e-16  6.0111e-18  2.7955e-05  5.6744e-19  7.6148e-03  3.7129e-09
  4.4290e+00  5.0791e+02  2.0234e+00  3.6731e-06  6.2018e-23  4.3178e-11  7.1363e-06  1.8345e-05  1.0418e-04  8.6947e-16  5.9805e-18  2.7955e-05  5.6321e-19  7.6148e-03  3.6208e-09
  4.4497e+00  5.0799e+02  2.0234e+00  3.7154e-06  5.1877e-23  4.3559e-11  7.1993e-06  1.8507e-05  1.0510e-04  8.6032e-16  5.9508e-18  2.7955e-05  5.5916e-19  7.6148e-03  3.5295e-09
  4.4704e+00  5.0807e+02  2.0234e+00  3.7585e-06  4.2933e-23  4.3941e-11  7.2623e-06  1.8669e-05  1.0602e-04  8.5144e-16  5.9218e-18  2.7955e-05  5.5529e-19  7.6148e-03  3.4392e-09
  4.4911e+00  5.0815e+02  2.0234e+00  3.8024e-06  3.5152e-23  4.4322e-11  7.3252e-06  1.8831e-05  1.0694e-04  8.4282e-16  5.8937e-18  2.7955e-05  5.5160e-19  7.6148e-03  3.3502e-09
