# 
# runname = 'GJ1214'; g = 1.0650e+03; mgas = 8.3027e-24; rho_int = 2.8000e+00; an = 1.0000e-07; mn0 = 1.1729e-20; f_stick = 1.0000e+00; T_star = 3.1100e+03; cs_com = 8.0000e-15; cs_mol = 2.0000e-15; Pref = 1.0000e+06; R_star = 1.5040e+10; Rp = 1.7516e+09; rp = 2.2290e+11; gibbsfile = '/home/helong/ARCiS/code/tables/gibbs_test.txt'; rootdir = '/home/helong/ARCiS/code'; 
# 2Na + 2HCl -> 2NaCl(s) + H2; 2K + 2HCl -> 2KCl(s) + H2; Zn + H2S -> ZnS(s) + H2; 2Na + H2S -> Na2S(s) + H2; 
#cols::logP T(K) rhop(gcm-3) ap(cm) Sn NaCl(s) KCl(s) ZnS(s) Na2S(s) Na HCl K Zn H2S nuclei
  4.5118e+00  5.0823e+02  2.0234e+00  3.8471e-06  2.8476e-23  4.4704e-11  7.3882e-06  1.8993e-05  1.0786e-04  8.3446e-16  5.8663e-18  2.7955e-05  5.4808e-19  7.6148e-03  3.2625e-09
  4.5324e+00  5.0832e+02  2.0234e+00  3.8926e-06  2.2822e-23  4.5085e-11  7.4511e-06  1.9155e-05  1.0877e-04  8.2636e-16  5.8397e-18  2.7955e-05  5.4474e-19  7.6148e-03  3.1764e-09
  4.5531e+00  5.0841e+02  2.0234e+00  3.9387e-06  1.8096e-23  4.5466e-11  7.5141e-06  1.9317e-05  1.0969e-04  8.1852e-16  5.8139e-18  2.7955e-05  5.4158e-19  7.6148e-03  3.0920e-09
  4.5738e+00  5.0850e+02  2.0234e+00  3.9855e-06  1.4196e-23  4.5847e-11  7.5770e-06  1.9478e-05  1.1061e-04  8.1093e-16  5.7888e-18  2.7955e-05  5.3859e-19  7.6148e-03  3.0094e-09
  4.5945e+00  5.0859e+02  2.0234e+00  4.0329e-06  1.1018e-23  4.6229e-11  7.6399e-06  1.9640e-05  1.1153e-04  8.0360e-16  5.7646e-18  2.7955e-05  5.3578e-19  7.6148e-03  2.9285e-09
  4.6152e+00  5.0868e+02  2.0234e+00  4.0810e-06  8.4604e-24  4.6610e-11  7.7027e-06  1.9802e-05  1.1245e-04  7.9651e-16  5.7412e-18  2.7955e-05  5.3316e-19  7.6148e-03  2.8495e-09
  4.6358e+00  5.0877e+02  2.0234e+00  4.1297e-06  6.4274e-24  4.6990e-11  7.7656e-06  1.9963e-05  1.1337e-04  7.8967e-16  5.7186e-18  2.7955e-05  5.3070e-19  7.6148e-03  2.7723e-09
  4.6565e+00  5.0887e+02  2.0234e+00  4.1790e-06  4.8310e-24  4.7371e-11  7.8284e-06  2.0125e-05  1.1428e-04  7.8308e-16  5.6968e-18  2.7955e-05  5.2843e-19  7.6148e-03  2.6970e-09
  4.6772e+00  5.0897e+02  2.0234e+00  4.2289e-06  3.5924e-24  4.7752e-11  7.8912e-06  2.0286e-05  1.1520e-04  7.7673e-16  5.6758e-18  2.7955e-05  5.2634e-19  7.6148e-03  2.6236e-09
  4.6979e+00  5.0907e+02  2.0234e+00  4.2794e-06  2.6430e-24  4.8132e-11  7.9540e-06  2.0447e-05  1.1612e-04  7.7062e-16  5.6557e-18  2.7955e-05  5.2443e-19  7.6148e-03  2.5519e-09
  4.7186e+00  5.0917e+02  2.0234e+00  4.3304e-06  1.9238e-24  4.8512e-11  8.0167e-06  2.0609e-05  1.1703e-04  7.6475e-16  5.6364e-18  2.7955e-05  5.2271e-19  7.6148e-03  2.4821e-09
  4.7393e+00  5.0927e+02  2.0234e+00  4.3821e-06  1.3854e-24  4.8892e-11  8.0794e-06  2.0770e-05  1.1795e-04  7.5912e-16  5.6179e-18  2.7955e-05  5.2116e-19  7.6148e-03  2.4141e-09
  4.7599e+00  5.0938e+02  2.0234e+00  4.4344e-06  9.8705e-25  4.9272e-11  8.1420e-06  2.0931e-05  1.1886e-04  7.5373e-16  5.6002e-18  2.7955e-05  5.1981e-19  7.6148e-03  2.3478e-09
  4.7806e+00  5.0949e+02  2.0234e+00  4.4872e-06  6.9576e-25  4.9651e-11  8.2046e-06  2.1092e-05  1.1977e-04  7.4858e-16  5.5834e-18  2.7955e-05  5.1864e-19  7.6148e-03  2.2832e-09
  4.8013e+00  5.0960e+02  2.0234e+00  4.5407e-06  4.8522e-25  5.0030e-11  8.2672e-06  2.1253e-05  1.2069e-04  7.4366e-16  5.5674e-18  2.7955e-05  5.1766e-19  7.6148e-03  2.2203e-09
  4.8220e+00  5.0971e+02  2.0234e+00  4.5948e-06  3.3479e-25  5.0409e-11  8.3296e-06  2.1413e-05  1.2160e-04  7.3898e-16  5.5523e-18  2.7955e-05  5.1687e-19  7.6148e-03  2.1590e-09
  4.8427e+00  5.0982e+02  2.0234e+00  4.6495e-06  2.2854e-25  5.0787e-11  8.3921e-06  2.1574e-05  1.2251e-04  7.3454e-16  5.5381e-18  2.7955e-05  5.1628e-19  7.6148e-03  2.0994e-09
  4.8633e+00  5.0994e+02  2.0234e+00  4.7047e-06  1.5434e-25  5.1165e-11  8.4544e-06  2.1734e-05  1.2342e-04  7.3033e-16  5.5247e-18  2.7955e-05  5.1588e-19  7.6148e-03  2.0413e-09
  4.8840e+00  5.1006e+02  2.0234e+00  4.7607e-06  1.0313e-25  5.1543e-11  8.5167e-06  2.1894e-05  1.2433e-04  7.2636e-16  5.5123e-18  2.7955e-05  5.1569e-19  7.6148e-03  1.9847e-09
  4.9047e+00  5.1018e+02  2.0234e+00  4.8172e-06  6.8176e-26  5.1920e-11  8.5789e-06  2.2054e-05  1.2524e-04  7.2262e-16  5.5007e-18  2.7955e-05  5.1570e-19  7.6148e-03  1.9296e-09
  4.9254e+00  5.1031e+02  2.0234e+00  4.8744e-06  4.4589e-26  5.2297e-11  8.6411e-06  2.2214e-05  1.2615e-04  7.1912e-16  5.4900e-18  2.7955e-05  5.1591e-19  7.6148e-03  1.8760e-09
  4.9461e+00  5.1043e+02  2.0234e+00  4.9322e-06  2.8852e-26  5.2673e-11  8.7031e-06  2.2373e-05  1.2705e-04  7.1585e-16  5.4803e-18  2.7955e-05  5.1634e-19  7.6148e-03  1.8238e-09
  4.9668e+00  5.1056e+02  2.0234e+00  4.9907e-06  1.8471e-26  5.3049e-11  8.7651e-06  2.2533e-05  1.2796e-04  7.1283e-16  5.4715e-18  2.7955e-05  5.1699e-19  7.6148e-03  1.7730e-09
  4.9874e+00  5.1069e+02  2.0234e+00  5.0498e-06  1.1699e-26  5.3424e-11  8.8270e-06  2.2692e-05  1.2886e-04  7.1004e-16  5.4636e-18  2.7955e-05  5.1786e-19  7.6148e-03  1.7235e-09
  5.0081e+00  5.1083e+02  2.0234e+00  5.1096e-06  7.3309e-27  5.3799e-11  8.8888e-06  2.2850e-05  1.2976e-04  7.0749e-16  5.4567e-18  2.7955e-05  5.1895e-19  7.6148e-03  1.6753e-09
  5.0288e+00  5.1097e+02  2.0234e+00  5.1701e-06  4.5449e-27  5.4173e-11  8.9505e-06  2.3009e-05  1.3066e-04  7.0518e-16  5.4507e-18  2.7955e-05  5.2027e-19  7.6148e-03  1.6285e-09
  5.0495e+00  5.1111e+02  2.0234e+00  5.2312e-06  2.7877e-27  5.4546e-11  9.0121e-06  2.3167e-05  1.3156e-04  7.0312e-16  5.4457e-18  2.7955e-05  5.2183e-19  7.6148e-03  1.5829e-09
  5.0702e+00  5.1125e+02  2.0234e+00  5.2930e-06  1.6917e-27  5.4919e-11  9.0736e-06  2.3326e-05  1.3246e-04  7.0130e-16  5.4417e-18  2.7955e-05  5.2364e-19  7.6148e-03  1.5385e-09
  5.0909e+00  5.1139e+02  2.0234e+00  5.3555e-06  1.0157e-27  5.5292e-11  9.1349e-06  2.3483e-05  1.3336e-04  6.9973e-16  5.4387e-18  2.7955e-05  5.2569e-19  7.6148e-03  1.4953e-09
  5.1115e+00  5.1154e+02  2.0234e+00  5.4188e-06  6.0329e-28  5.5664e-11  9.1962e-06  2.3641e-05  1.3425e-04  6.9841e-16  5.4368e-18  2.7955e-05  5.2800e-19  7.6148e-03  1.4532e-09
  5.1322e+00  5.1169e+02  2.0234e+00  5.4827e-06  3.5453e-28  5.6035e-11  9.2574e-06  2.3798e-05  1.3514e-04  6.9735e-16  5.4359e-18  2.7955e-05  5.3058e-19  7.6148e-03  1.4123e-09
  5.1529e+00  5.1185e+02  2.0234e+00  5.5473e-06  2.0613e-28  5.6405e-11  9.3185e-06  2.3955e-05  1.3603e-04  6.9654e-16  5.4360e-18  2.7955e-05  5.3343e-19  7.6148e-03  1.3725e-09
  5.1736e+00  5.1200e+02  2.0234e+00  5.6127e-06  1.1857e-28  5.6775e-11  9.3794e-06  2.4112e-05  1.3692e-04  6.9599e-16  5.4372e-18  2.7955e-05  5.3656e-19  7.6148e-03  1.3337e-09
  5.1943e+00  5.1216e+02  2.0234e+00  5.6788e-06  6.7480e-29  5.7144e-11  9.4402e-06  2.4268e-05  1.3781e-04  6.9570e-16  5.4395e-18  2.7955e-05  5.3998e-19  7.6148e-03  1.2961e-09
  5.2149e+00  5.1233e+02  2.0234e+00  5.7457e-06  3.7995e-29  5.7512e-11  9.5009e-06  2.4424e-05  1.3870e-04  6.9568e-16  5.4430e-18  2.7955e-05  5.4370e-19  7.6148e-03  1.2594e-09
  5.2356e+00  5.1249e+02  2.0234e+00  5.8133e-06  2.1165e-29  5.7879e-11  9.5615e-06  2.4580e-05  1.3958e-04  6.9594e-16  5.4475e-18  2.7955e-05  5.4774e-19  7.6148e-03  1.2237e-09
  5.2563e+00  5.1266e+02  2.0234e+00  5.8816e-06  1.1665e-29  5.8246e-11  9.6219e-06  2.4735e-05  1.4046e-04  6.9647e-16  5.4532e-18  2.7955e-05  5.5210e-19  7.6148e-03  1.1890e-09
  5.2770e+00  5.1284e+02  2.0234e+00  5.9508e-06  6.3603e-30  5.8612e-11  9.6822e-06  2.4890e-05  1.4134e-04  6.9728e-16  5.4602e-18  2.7955e-05  5.5679e-19  7.6148e-03  1.1552e-09
  5.2977e+00  5.1301e+02  2.0234e+00  6.0207e-06  3.4311e-30  5.8977e-11  9.7424e-06  2.5045e-05  1.4222e-04  6.9839e-16  5.4683e-18  2.7955e-05  5.6184e-19  7.6148e-03  1.1224e-09
  5.3184e+00  5.1320e+02  2.0234e+00  6.0914e-06  1.8312e-30  5.9342e-11  9.8024e-06  2.5199e-05  1.4310e-04  6.9978e-16  5.4776e-18  2.7955e-05  5.6724e-19  7.6148e-03  1.0905e-09
  5.3390e+00  5.1338e+02  2.0234e+00  6.1629e-06  9.6695e-31  5.9705e-11  9.8623e-06  2.5353e-05  1.4397e-04  7.0148e-16  5.4882e-18  2.7955e-05  5.7303e-19  7.6148e-03  1.0594e-09
  5.3597e+00  5.1357e+02  2.0234e+00  6.2351e-06  5.0515e-31  6.0068e-11  9.9221e-06  2.5507e-05  1.4485e-04  7.0349e-16  5.5001e-18  2.7955e-05  5.7921e-19  7.6148e-03  1.0292e-09
  5.3804e+00  5.1376e+02  2.0234e+00  6.3082e-06  2.6109e-31  6.0430e-11  9.9817e-06  2.5660e-05  1.4572e-04  7.0581e-16  5.5133e-18  2.7955e-05  5.8579e-19  7.6148e-03  9.9977e-10
  5.4011e+00  5.1395e+02  2.0234e+00  6.3822e-06  1.3351e-31  6.0791e-11  1.0041e-05  2.5813e-05  1.4658e-04  7.0846e-16  5.5279e-18  2.7955e-05  5.9281e-19  7.6148e-03  9.7118e-10
  5.4218e+00  5.1415e+02  2.0234e+00  6.4569e-06  6.7543e-32  6.1151e-11  1.0100e-05  2.5965e-05  1.4745e-04  7.1144e-16  5.5438e-18  2.7955e-05  6.0027e-19  7.6148e-03  9.4338e-10
  5.4425e+00  5.1435e+02  2.0234e+00  6.5325e-06  3.3807e-32  6.1510e-11  1.0160e-05  2.6118e-05  1.4831e-04  7.1476e-16  5.5612e-18  2.7955e-05  6.0821e-19  7.6148e-03  9.1634e-10
  5.4631e+00  5.1456e+02  2.0234e+00  6.6089e-06  1.6741e-32  6.1868e-11  1.0219e-05  2.6269e-05  1.4918e-04  7.1844e-16  5.5800e-18  2.7955e-05  6.1663e-19  7.6148e-03  8.9005e-10
  5.4838e+00  5.1477e+02  2.0234e+00  6.6862e-06  8.2020e-33  6.2226e-11  1.0277e-05  2.6421e-05  1.5003e-04  7.2248e-16  5.6003e-18  2.7955e-05  6.2557e-19  7.6148e-03  8.6449e-10
  5.5045e+00  5.1498e+02  2.0234e+00  6.7644e-06  3.9756e-33  6.2582e-11  1.0336e-05  2.6571e-05  1.5089e-04  7.2689e-16  5.6221e-18  2.7955e-05  6.3505e-19  7.6148e-03  8.3963e-10
  5.5252e+00  5.1520e+02  2.0234e+00  6.8435e-06  1.9065e-33  6.2938e-11  1.0395e-05  2.6722e-05  1.5175e-04  7.3169e-16  5.6454e-18  2.7955e-05  6.4510e-19  7.6148e-03  8.1546e-10
  5.5459e+00  5.1542e+02  2.0234e+00  6.9234e-06  9.0453e-34  6.3292e-11  1.0453e-05  2.6872e-05  1.5260e-04  7.3689e-16  5.6704e-18  2.7955e-05  6.5574e-19  7.6148e-03  7.9196e-10
  5.5665e+00  5.1565e+02  2.0234e+00  7.0042e-06  4.2458e-34  6.3646e-11  1.0511e-05  2.7022e-05  1.5345e-04  7.4250e-16  5.6970e-18  2.7955e-05  6.6701e-19  7.6148e-03  7.6912e-10
  5.5872e+00  5.1588e+02  2.0234e+00  7.0860e-06  1.9718e-34  6.3998e-11  1.0569e-05  2.7171e-05  1.5430e-04  7.4855e-16  5.7254e-18  2.7955e-05  6.7894e-19  7.6148e-03  7.4691e-10
  5.6079e+00  5.1612e+02  2.0234e+00  7.1686e-06  9.0594e-35  6.4350e-11  1.0627e-05  2.7320e-05  1.5514e-04  7.5503e-16  5.7554e-18  2.7955e-05  6.9157e-19  7.6148e-03  7.2532e-10
  5.6286e+00  5.1636e+02  2.0234e+00  7.2522e-06  4.1181e-35  6.4701e-11  1.0685e-05  2.7468e-05  1.5598e-04  7.6198e-16  5.7873e-18  2.7955e-05  7.0493e-19  7.6148e-03  7.0433e-10
  5.6493e+00  5.1660e+02  2.0234e+00  7.3368e-06  1.8520e-35  6.5050e-11  1.0742e-05  2.7616e-05  1.5682e-04  7.6941e-16  5.8210e-18  2.7955e-05  7.1907e-19  7.6148e-03  6.8392e-10
  5.6700e+00  5.1685e+02  2.0234e+00  7.4223e-06  8.2402e-36  6.5399e-11  1.0800e-05  2.7763e-05  1.5766e-04  7.7733e-16  5.8566e-18  2.7955e-05  7.3403e-19  7.6148e-03  6.6409e-10
  5.6906e+00  5.1710e+02  2.0234e+00  7.5087e-06  3.6274e-36  6.5746e-11  1.0857e-05  2.7910e-05  1.5849e-04  7.8577e-16  5.8942e-18  2.7955e-05  7.4985e-19  7.6148e-03  6.4481e-10
  5.7113e+00  5.1736e+02  2.0234e+00  7.5961e-06  1.5798e-36  6.6093e-11  1.0914e-05  2.8057e-05  1.5933e-04  7.9475e-16  5.9337e-18  2.7955e-05  7.6660e-19  7.6148e-03  6.2607e-10
  5.7320e+00  5.1763e+02  2.0234e+00  7.6845e-06  6.8069e-37  6.6438e-11  1.0971e-05  2.8203e-05  1.6016e-04  8.0430e-16  5.9754e-18  2.7955e-05  7.8431e-19  7.6148e-03  6.0786e-10
  5.7527e+00  5.1790e+02  2.0234e+00  7.7739e-06  2.9017e-37  6.6783e-11  1.1027e-05  2.8349e-05  1.6098e-04  8.1443e-16  6.0192e-18  2.7955e-05  8.0306e-19  7.6148e-03  5.9016e-10
  5.7734e+00  5.1817e+02  2.0234e+00  7.8644e-06  1.2238e-37  6.7126e-11  1.1084e-05  2.8494e-05  1.6181e-04  8.2518e-16  6.0653e-18  2.7955e-05  8.2290e-19  7.6148e-03  5.7296e-10
  5.7941e+00  5.1845e+02  2.0234e+00  7.9558e-06  5.1065e-38  6.7468e-11  1.1140e-05  2.8638e-05  1.6263e-04  8.3657e-16  6.1136e-18  2.7955e-05  8.4391e-19  7.6148e-03  5.5624e-10
  5.8147e+00  5.1873e+02  2.0234e+00  8.0482e-06  2.1081e-38  6.7810e-11  1.1196e-05  2.8783e-05  1.6345e-04  8.4862e-16  6.1644e-18  2.7955e-05  8.6616e-19  7.6148e-03  5.4000e-10
  5.8354e+00  5.1902e+02  2.0234e+00  8.1417e-06  8.6098e-39  6.8150e-11  1.1252e-05  2.8927e-05  1.6427e-04  8.6139e-16  6.2175e-18  2.7955e-05  8.8972e-19  7.6148e-03  5.2421e-10
  5.8561e+00  5.1932e+02  2.0234e+00  8.2363e-06  3.4790e-39  6.8489e-11  1.1308e-05  2.9070e-05  1.6508e-04  8.7489e-16  6.2732e-18  2.7955e-05  9.1468e-19  7.6148e-03  5.0887e-10
  5.8768e+00  5.1962e+02  2.0234e+00  8.3319e-06  1.3908e-39  6.8827e-11  1.1364e-05  2.9213e-05  1.6589e-04  8.8916e-16  6.3316e-18  2.7955e-05  9.4113e-19  7.6148e-03  4.9397e-10
  5.8975e+00  5.1992e+02  2.0234e+00  8.4286e-06  5.5009e-40  6.9164e-11  1.1419e-05  2.9355e-05  1.6670e-04  9.0424e-16  6.3927e-18  2.7955e-05  9.6918e-19  7.6148e-03  4.7949e-10
  5.9181e+00  5.2023e+02  2.0234e+00  8.5264e-06  2.1526e-40  6.9500e-11  1.1474e-05  2.9497e-05  1.6750e-04  9.2018e-16  6.4565e-18  2.7955e-05  9.9894e-19  7.6148e-03  4.6541e-10
  5.9388e+00  5.2055e+02  2.0234e+00  8.6253e-06  8.3334e-41  6.9834e-11  1.1529e-05  2.9638e-05  1.6831e-04  9.3702e-16  6.5233e-18  2.7955e-05  1.0305e-18  7.6148e-03  4.5174e-10
  5.9595e+00  5.2087e+02  2.0234e+00  8.7253e-06  3.1918e-41  7.0168e-11  1.1584e-05  2.9779e-05  1.6911e-04  9.5480e-16  6.5932e-18  2.7955e-05  1.0640e-18  7.6148e-03  4.3846e-10
  5.9802e+00  5.2120e+02  2.0234e+00  8.8265e-06  1.2095e-41  7.0500e-11  1.1639e-05  2.9920e-05  1.6990e-04  9.7358e-16  6.6662e-18  2.7955e-05  1.0996e-18  7.6148e-03  4.2556e-10
  6.0009e+00  5.2154e+02  2.0234e+00  8.9288e-06  4.5345e-42  7.0832e-11  1.1693e-05  3.0059e-05  1.7070e-04  9.9340e-16  6.7424e-18  2.7955e-05  1.1374e-18  7.6148e-03  4.1302e-10
  6.0216e+00  5.2188e+02  2.0234e+00  9.0322e-06  1.6819e-42  7.1162e-11  1.1747e-05  3.0199e-05  1.7149e-04  1.0143e-15  6.8221e-18  2.7955e-05  1.1777e-18  7.6148e-03  4.0084e-10
  6.0422e+00  5.2223e+02  2.0234e+00  9.1368e-06  6.1720e-43  7.1491e-11  1.1801e-05  3.0338e-05  1.7228e-04  1.0364e-15  6.9052e-18  2.7955e-05  1.2205e-18  7.6148e-03  3.8901e-10
  6.0629e+00  5.2258e+02  2.0234e+00  9.2426e-06  2.2408e-43  7.1819e-11  1.1855e-05  3.0476e-05  1.7307e-04  1.0598e-15  6.9920e-18  2.7955e-05  1.2660e-18  7.6148e-03  3.7752e-10
  6.0836e+00  5.2294e+02  2.0234e+00  9.3496e-06  8.0486e-44  7.2146e-11  1.1909e-05  3.0614e-05  1.7385e-04  1.0844e-15  7.0827e-18  2.7955e-05  1.3145e-18  7.6148e-03  3.6636e-10
  6.1043e+00  5.2331e+02  2.0234e+00  9.4578e-06  2.8602e-44  7.2472e-11  1.1962e-05  3.0752e-05  1.7463e-04  1.1104e-15  7.1772e-18  2.7955e-05  1.3662e-18  7.6148e-03  3.5552e-10
  6.1250e+00  5.2368e+02  2.0234e+00  9.5672e-06  1.0056e-44  7.2797e-11  1.2016e-05  3.0889e-05  1.7541e-04  1.1379e-15  7.2759e-18  2.7955e-05  1.4213e-18  7.6148e-03  3.4499e-10
  6.1457e+00  5.2406e+02  2.0234e+00  9.6779e-06  3.4978e-45  7.3120e-11  1.2069e-05  3.1025e-05  1.7618e-04  1.1670e-15  7.3789e-18  2.7955e-05  1.4801e-18  7.6148e-03  3.3476e-10
  6.1663e+00  5.2445e+02  2.0234e+00  9.7898e-06  1.2037e-45  7.3443e-11  1.2122e-05  3.1161e-05  1.7695e-04  1.1977e-15  7.4864e-18  2.7955e-05  1.5429e-18  7.6148e-03  3.2483e-10
  6.1870e+00  5.2484e+02  2.0234e+00  9.9030e-06  4.0982e-46  7.3764e-11  1.2174e-05  3.1296e-05  1.7772e-04  1.2301e-15  7.5985e-18  2.7955e-05  1.6101e-18  7.6148e-03  3.1518e-10
  6.2077e+00  5.2524e+02  2.0234e+00  1.0017e-05  1.3804e-46  7.4084e-11  1.2227e-05  3.1431e-05  1.7849e-04  1.2644e-15  7.7154e-18  2.7955e-05  1.6818e-18  7.6148e-03  3.0581e-10
  6.2284e+00  5.2565e+02  2.0234e+00  1.0133e-05  4.6003e-47  7.4403e-11  1.2279e-05  3.1566e-05  1.7925e-04  1.3006e-15  7.8374e-18  2.7955e-05  1.7586e-18  7.6148e-03  2.9671e-10
  6.2491e+00  5.2606e+02  2.0234e+00  1.0250e-05  1.5167e-47  7.4721e-11  1.2331e-05  3.1700e-05  1.8001e-04  1.3390e-15  7.9647e-18  2.7955e-05  1.8409e-18  7.6148e-03  2.8787e-10
  6.2697e+00  5.2649e+02  2.0234e+00  1.0369e-05  4.9475e-48  7.5038e-11  1.2383e-05  3.1833e-05  1.8077e-04  1.3796e-15  8.0975e-18  2.7955e-05  1.9290e-18  7.6148e-03  2.7929e-10
  6.2904e+00  5.2692e+02  2.0234e+00  1.0489e-05  1.5967e-48  7.5353e-11  1.2435e-05  3.1966e-05  1.8153e-04  1.4226e-15  8.2361e-18  2.7955e-05  2.0236e-18  7.6148e-03  2.7096e-10
  6.3111e+00  5.2735e+02  2.0234e+00  1.0610e-05  5.0978e-49  7.5668e-11  1.2486e-05  3.2099e-05  1.8228e-04  1.4681e-15  8.3807e-18  2.7955e-05  2.1251e-18  7.6148e-03  2.6287e-10
  6.3318e+00  5.2780e+02  2.0234e+00  1.0732e-05  1.6103e-49  7.5981e-11  1.2538e-05  3.2230e-05  1.8303e-04  1.5163e-15  8.5315e-18  2.7955e-05  2.2342e-18  7.6148e-03  2.5501e-10
  6.3525e+00  5.2825e+02  2.0234e+00  1.0856e-05  5.0325e-50  7.6294e-11  1.2589e-05  3.2362e-05  1.8377e-04  1.5674e-15  8.6889e-18  2.7955e-05  2.3514e-18  7.6148e-03  2.4739e-10
  6.3732e+00  5.2871e+02  2.0234e+00  1.0981e-05  1.5560e-50  7.6605e-11  1.2640e-05  3.2493e-05  1.8452e-04  1.6216e-15  8.8532e-18  2.7955e-05  2.4776e-18  7.6148e-03  2.3998e-10
  6.3938e+00  5.2918e+02  2.0234e+00  1.1108e-05  4.7597e-51  7.6915e-11  1.2690e-05  3.2623e-05  1.8526e-04  1.6791e-15  9.0246e-18  2.7955e-05  2.6136e-18  7.6148e-03  2.3279e-10
  6.4145e+00  5.2966e+02  2.0234e+00  1.1236e-05  1.4405e-51  7.7224e-11  1.2741e-05  3.2753e-05  1.8600e-04  1.7401e-15  9.2036e-18  2.7955e-05  2.7601e-18  7.6148e-03  2.2581e-10
  6.4352e+00  5.3014e+02  2.0234e+00  1.1366e-05  4.3129e-52  7.7532e-11  1.2791e-05  3.2883e-05  1.8673e-04  1.8049e-15  9.3905e-18  2.7955e-05  2.9183e-18  7.6148e-03  2.1903e-10
  6.4559e+00  5.3064e+02  2.0234e+00  1.1497e-05  1.2776e-52  7.7839e-11  1.2841e-05  3.3011e-05  1.8746e-04  1.8738e-15  9.5856e-18  2.7955e-05  3.0891e-18  7.6148e-03  2.1245e-10
  6.4766e+00  5.3114e+02  2.0234e+00  1.1630e-05  3.7442e-53  7.8145e-11  1.2891e-05  3.3140e-05  1.8819e-04  1.9470e-15  9.7893e-18  2.7955e-05  3.2737e-18  7.6148e-03  2.0606e-10
  6.4973e+00  5.3165e+02  2.0234e+00  1.1764e-05  1.0856e-53  7.8449e-11  1.2941e-05  3.3268e-05  1.8892e-04  2.0248e-15  1.0002e-17  2.7955e-05  3.4735e-18  7.6148e-03  1.9986e-10
  6.5179e+00  5.3217e+02  2.0234e+00  1.1900e-05  3.1142e-54  7.8753e-11  1.2991e-05  3.3395e-05  1.8964e-04  2.1077e-15  1.0224e-17  2.7955e-05  3.6899e-18  7.6148e-03  1.9384e-10
  6.5386e+00  5.3270e+02  2.0234e+00  1.2037e-05  8.8381e-55  7.9055e-11  1.3040e-05  3.3522e-05  1.9036e-04  2.1959e-15  1.0457e-17  2.7955e-05  3.9245e-18  7.6148e-03  1.8799e-10
  6.5593e+00  5.3323e+02  2.0234e+00  1.2176e-05  2.4816e-55  7.9357e-11  1.3089e-05  3.3649e-05  1.9108e-04  2.2899e-15  1.0699e-17  2.7955e-05  4.1791e-18  7.6148e-03  1.8232e-10
  6.5800e+00  5.3378e+02  2.0234e+00  1.2316e-05  6.8935e-56  7.9657e-11  1.3138e-05  3.3774e-05  1.9180e-04  2.3901e-15  1.0953e-17  2.7955e-05  4.4558e-18  7.6148e-03  1.7682e-10
  6.6007e+00  5.3433e+02  2.0234e+00  1.2458e-05  1.8945e-56  7.9957e-11  1.3187e-05  3.3900e-05  1.9251e-04  2.4971e-15  1.1218e-17  2.7955e-05  4.7565e-18  7.6148e-03  1.7147e-10
  6.6213e+00  5.3490e+02  2.0234e+00  1.2602e-05  5.1513e-57  8.0255e-11  1.3236e-05  3.4025e-05  1.9322e-04  2.6112e-15  1.1496e-17  2.7955e-05  5.0839e-18  7.6148e-03  1.6628e-10
  6.6420e+00  5.3547e+02  2.0234e+00  1.2747e-05  1.3857e-57  8.0552e-11  1.3284e-05  3.4149e-05  1.9392e-04  2.7332e-15  1.1786e-17  2.7955e-05  5.4407e-18  7.6148e-03  1.6125e-10
  6.6627e+00  5.3605e+02  2.0234e+00  1.2894e-05  3.6879e-58  8.0848e-11  1.3332e-05  3.4273e-05  1.9463e-04  2.8635e-15  1.2089e-17  2.7955e-05  5.8298e-18  7.6148e-03  1.5636e-10
  6.6834e+00  5.3665e+02  2.0234e+00  1.3043e-05  9.7104e-59  8.1144e-11  1.3380e-05  3.4397e-05  1.9533e-04  3.0029e-15  1.2407e-17  2.7955e-05  6.2547e-18  7.6148e-03  1.5162e-10
  6.7041e+00  5.3725e+02  2.0234e+00  1.3193e-05  2.5296e-59  8.1438e-11  1.3428e-05  3.4520e-05  1.9603e-04  3.1521e-15  1.2740e-17  2.7955e-05  6.7192e-18  7.6148e-03  1.4701e-10
  6.7248e+00  5.3786e+02  2.0234e+00  1.3346e-05  6.5193e-60  8.1731e-11  1.3476e-05  3.4642e-05  1.9672e-04  3.3119e-15  1.3088e-17  2.7955e-05  7.2274e-18  7.6148e-03  1.4255e-10
  6.7454e+00  5.3848e+02  2.0234e+00  1.3500e-05  1.6623e-60  8.2024e-11  1.3523e-05  3.4764e-05  1.9742e-04  3.4832e-15  1.3452e-17  2.7955e-05  7.7842e-18  7.6148e-03  1.3821e-10
  6.7661e+00  5.3911e+02  2.0234e+00  1.3655e-05  4.1932e-61  8.2315e-11  1.3570e-05  3.4886e-05  1.9811e-04  3.6670e-15  1.3834e-17  2.7955e-05  8.3947e-18  7.6148e-03  1.3400e-10
  6.7868e+00  5.3975e+02  2.0234e+00  1.3813e-05  1.0465e-61  8.2605e-11  1.3618e-05  3.5007e-05  1.9879e-04  3.8642e-15  1.4234e-17  2.7955e-05  9.0649e-18  7.6148e-03  1.2992e-10
  6.8075e+00  5.4041e+02  2.0234e+00  1.3972e-05  2.5840e-62  8.2895e-11  1.3664e-05  3.5127e-05  1.9948e-04  4.0760e-15  1.4654e-17  2.7955e-05  9.8016e-18  7.6148e-03  1.2596e-10
