logP MgSiO3(s) Mg2SiO4(s) SiO2(s) MgO(s) FeO(s) FeS(s) Fe2O3(s) Fe(s) TiO2(s) Al2O3(s) Mg SiO H2O Fe H2S TiO Al nuclei
3.521541995521992 4.073720107768654e-07 2.9961111424594696e-07 3.0864945180771936e-07 3.461822066143183e-08 1.8317888712974584e-14 7.55121893175226e-10 6.132122369730998e-32 6.363680578147607e-08 5.400892703064353e-11 6.042979808719363e-10 6.822785869962334e-05 0.00031709809014975277 1.0559126347729764e-06 3.678448458272202e-08 0.000799297879483127 3.4644039460434996e-16 2.610601251831015e-13 1.3874211372155615e-08
3.5418977296001537 4.4137711425165207e-07 3.2499243589736957e-07 3.3410792225026647e-07 3.748059327512154e-08 1.9015417352610748e-14 7.975449356806997e-10 6.004312008873594e-32 6.73526284644253e-08 5.5873335080104955e-11 6.251678840558454e-10 6.821691583826732e-05 0.00031707373256619755 1.0377410175672303e-06 3.525497277820604e-08 0.0007992978731635676 3.150150993086395e-16 2.5589640862863625e-13 1.4386404383919573e-08
3.562253463678316 4.7619951164425423e-07 3.509925674048469e-07 3.6017089760948256e-07 4.0411075137278786e-08 1.9675329231750288e-14 8.396688890859676e-10 5.864311473077138e-32 7.108887263039407e-08 5.7790012755695026e-11 6.466212024240269e-10 6.820611333279321e-05 0.0003170496968348907 1.0198063350760743e-06 3.38197555153739e-08 0.0007992978674587297 2.8851930895811756e-16 2.516911750992413e-13 1.4913728556883217e-08
3.582609197756477 5.118118267231294e-07 3.775923591700544e-07 3.8681818770740005e-07 4.3407594856168056e-08 2.0301865301968878e-14 8.816140103763364e-10 5.716540065898101e-32 7.484551023963002e-08 5.97575182000112e-11 6.686420460703243e-10 6.819546200485453e-05 0.0003170260073936975 1.002126700684507e-06 3.247485824213366e-08 0.0007992978622975478 2.662662156724703e-16 2.482826089036539e-13 1.545526904261502e-08
3.602964931834639 5.481902358361369e-07 4.0477508781599906e-07 4.140322886146675e-07 4.646835792740139e-08 2.0898906338627874e-14 9.234965750193927e-10 5.564438345702259e-32 7.86232339436228e-08 6.17744551394738e-11 6.912149935023227e-10 6.818496935218992e-05 0.0003170026810972429 9.847146326337492e-07 3.121557554421741e-08 0.0007992978576122491 2.4763069191675817e-16 2.455358596662075e-13 1.6009910349631818e-08
3.623320665912801 5.853133132496988e-07 4.3252562424917685e-07 4.417974998880083e-07 4.9591751018395115e-08 2.1469885686063192e-14 9.654238099865357e-10 5.410616142862154e-32 8.242323843642782e-08 6.383947553975694e-11 7.143251256209047e-10 6.817464045147743e-05 0.00031697972927247943 9.675785720734346e-07 3.003675822748855e-08 0.0007992978533404096 2.3205298233389183e-16 2.433401537799559e-13 1.6576299971090016e-08
3.6436763999909623 6.231612581194158e-07 4.608299038695026e-07 4.7009932598613333e-07 5.277627913121758e-08 2.2017759636492557e-14 1.0074909589045316e-09 5.257001212044111e-32 8.624704094268667e-08 6.59512836806143e-11 7.379580763895906e-10 6.816447861201854e-05 0.0003169571592250575 9.507239895634457e-07 2.8933046167017956e-08 0.0007992978494260816 2.190393439494161e-16 2.4160548442084727e-13 1.7152811763792853e-08
3.6640321340691244 6.617154175327305e-07 4.896746216530043e-07 4.989241001150555e-07 5.602052763503649e-08 2.2545017374259592e-14 1.0497799806079095e-09 5.104976790152677e-32 9.009634015029974e-08 6.810864191456184e-11 7.621001025005733e-10 6.815448584274193e-05 0.0003169349753272668 9.341541803905853e-07 2.7899050890242444e-08 0.0007992978458202271 2.0816028383875926e-16 2.402592651883953e-13 1.7737510772541693e-08
3.684387868147286 7.009580316092881e-07 5.190470892267019e-07 5.282587765378949e-07 5.932314261440913e-08 2.3053716300398608e-14 1.0923594450957861e-09 4.955502251508619e-32 9.397291094289351e-08 7.031037813935191e-11 7.867381719347868e-10 6.814466318372459e-05 0.00031691317979725683 9.178708319780802e-07 2.6929493390300236e-08 0.0007992978424806599 1.9904701252678071e-16 2.392431992803908e-13 1.8328121477613645e-08
3.7047436022254483 7.408721410604052e-07 5.489352058387062e-07 5.580908475579436e-07 6.268282447721484e-08 2.3545531982588156e-14 1.135285263008887e-09 4.809214869280051e-32 9.787853109077768e-08 7.255539484942169e-11 8.118600696533933e-10 6.813501094149662e-05 0.00031689177325535577 9.018744279465212e-07 2.6019303370610114e-08 0.0007992978393716566 1.9138667391000059e-16 2.385105052904963e-13 1.8922001690124874e-08
3.7250993363036096 7.814416111607924e-07 5.793275077130698e-07 5.884083511239269e-07 6.609833104510205e-08 2.4021814833023762e-14 1.178601955066161e-09 4.666512995779105e-32 1.018149354333705e-07 7.484267951868692e-11 8.374545175368416e-10 6.812552885694272e-05 0.0003168707551215767 8.861645366537623e-07 2.516368624888251e-08 0.0007992978364633703 1.8491683847159726e-16 2.3802355740269074e-13 1.9516124489596125e-08
3.7454550703817717 8.226512372620582e-07 6.10213269948573e-07 6.191999431261312e-07 6.956848733714698e-08 2.4483647920287483e-14 1.2223442315156922e-09 4.52762224606526e-32 1.057837928779974e-07 7.717131599296257e-11 8.635113049568247e-10 6.811621622632604e-05 0.00031685012390069865 8.707400185848198e-07 2.4358163987946587e-08 0.0007992978337311388 1.794196643518312e-16 2.3775194100398946e-13 2.0107070650606723e-08
3.7658108044599334 8.644869055227125e-07 6.415826420906424e-07 6.504550147040499e-07 7.309219997447902e-08 2.4931902138794228e-14 1.2665387069085486e-09 4.39264686816834e-32 1.0978670162786887e-07 7.954049652594858e-11 8.900214259313331e-10 6.810707198978745e-05 0.00031682987738783537 8.555991768211961e-07 2.359859531547352e-08 0.0007992978311547631 1.7471604714274903e-16 2.3767089037889806e-13 2.0691033906187247e-08
3.7861665385380956 9.069357887784426e-07 6.734268033464629e-07 6.821638394752989e-07 7.666847463527294e-08 2.5367286366998915e-14 1.3112056222530214e-09 4.261608661678074e-32 1.1382519834108294e-07 8.194953407229953e-11 9.169772186165788e-10 6.809809479725763e-05 0.00031681001281759795 8.407398674946711e-07 2.2881180251570207e-08 0.000799297828717803 1.7065999923746698e-16 2.3776005785926506e-13 2.126384111836369e-08
3.806522272616257 9.499865619563338e-07 7.057381267361007e-07 7.143177388839441e-07 8.029643533523788e-08 2.5790391312631082e-14 1.3563604853070323e-09 4.134475735674887e-32 1.1790077733946196e-07 8.43978744508936e-11 9.443725028965773e-10 6.808928305864178e-05 0.00031679052697302404 8.261595819868401e-07 2.2202453160499252e-08 0.0007992978264069244 1.671334268656996e-16 2.3800255837609783e-13 2.182098895723467e-08
3.8268780066944186 9.936296246629375e-07 7.385103437923166e-07 7.469092562192763e-07 8.397534454887873e-08 2.62017265294981e-14 1.4020155710821708e-09 4.0111831899748583e-32 1.2201491647473686e-07 8.688510800801047e-11 9.722027120151885e-10 6.808063498302327e-05 0.0003167714162656435 8.118555090852694e-07 2.1559267836481445e-08 0.0007992978242113157 1.6404140994630124e-16 2.383842353741779e-13 2.2357698031006078e-08
3.8472337407725807 1.0378573209699641e-06 7.717387031219442e-07 7.799323315777539e-07 8.770462335947791e-08 2.660175064709801e-14 1.4481812492951845e-09 3.891647533195987e-32 1.261691067772829e-07 8.941098044087005e-11 1.000465014530335e-09 6.807214861018765e-05 0.00031675267679475805 7.978245828766485e-07 2.0948777462314705e-08 0.0007992978221221829 1.613080377799558e-16 2.3889310011024774e-13 2.2868984580275454e-08
3.8675894748507424 1.0826641482883813e-06 8.054201174791494e-07 8.133824713563519e-07 9.148387095695013e-08 2.6990895225884773e-14 1.4948671242725953e-09 3.775776362757934e-32 1.3036488352726318e-07 9.197540248382945e-11 1.0291584233260248e-09 6.806382183677698e-05 0.00031673430439176716 7.84063520495499e-07 2.0368411668366223e-08 0.0007992978201323244 1.5887281261909363e-16 2.395189040768344e-13 2.3349748888906282e-08
3.887945208928904 1.1280469487664146e-06 8.395532951343797e-07 8.472569069300802e-07 9.531288290965032e-08 2.736958287674261e-14 1.5420829864815627e-09 3.663474553005075e-32 1.3460385687639104e-07 9.457845820915836e-11 1.058283888960167e-09 6.805565243869644e-05 0.0003167162946538368 7.705688527022561e-07 1.9815852382561556e-08 0.0007992978182357812 1.56687602761701e-16 2.402528121555094e-13 2.3794878526871146e-08
3.908300943007066 1.174005077992179e-06 8.741388523373126e-07 8.815547380774259e-07 9.919166772900952e-08 2.773824039738789e-14 1.5898395842265058e-09 3.554647943530971e-32 1.3888774059456607e-07 9.722041174823143e-11 1.0878443752176285e-09 6.804763809090772e-05 0.0003166986429701428 7.573369494640992e-07 1.9289009705201573e-08 0.0007992978164275567 1.5471410595734683e-16 2.410871512507476e-13 2.419936349756306e-08
3.928656677085228 1.2205405469923375e-06 9.091794046040762e-07 9.162770575326896e-07 1.0312046133026587e-07 2.8097307710761492e-14 1.638149229913231e-09 3.4492052979281035e-32 1.4321837790941692e-07 9.990171229379365e-11 1.1178449153412164e-09 6.803977638538983e-05 0.0003166813445431697 7.443640421384663e-07 1.8785998665479703e-08 0.0007992978147033953 1.5292177119106736e-16 2.4201521520303305e-13 2.4558419392526696e-08
3.9490124111633893 1.2676581346223654e-06 9.4467963541504e-07 9.514270537940661e-07 1.0709973907147692e-07 2.844724336608585e-14 1.6870262584028582e-09 3.3470591159131744e-32 1.4759776374337444e-07 1.0262299729662838e-10 1.148292647994507e-09 6.80320648477848e-05 0.00031666439440698854 7.316462434344296e-07 1.830511741476827e-08 0.0007992978130596132 1.5128612077542073e-16 2.430311116427045e-13 2.4867613842051305e-08
3.9693681452415515 1.3153654684472067e-06 9.806463416796584e-07 9.870100900154651e-07 1.1113022512755734e-07 2.8788527302605784e-14 1.7364873560560782e-09 3.248125728211921e-32 1.520280629314684e-07 1.0538509381805084e-10 1.1791968325422395e-09 6.80245009530439e-05 0.00031664778744400896 7.19179566000382e-07 1.7844827177599856e-08 0.00079929781149297 1.4978741358147605e-16 2.4412964021025226e-13 2.5122990967072815e-08
3.989723879319713 1.363673073109446e-06 1.0170884559944905e-06 1.0230337574639233e-06 1.1521289902670244e-07 2.91216614951248e-14 1.786551778718377e-09 3.1523249809494316e-32 1.565116242259893e-07 1.0818901804148283e-10 1.21056884369734e-09 6.80170821402357e-05 0.00031663151840134605 7.06959940225601e-07 1.740373410576635e-08 0.0007992978100005742 1.4840959273253939e-16 2.4530619439980643e-13 2.5321188249748372e-08
4.010079613397875 1.4125943859700828e-06 1.0540170462762663e-06 1.0595079026355416e-06 1.193489992432584e-07 2.944716901133701e-14 1.8372414756350783e-09 3.059579720835631e-32 1.6105099006627717e-07 1.1103597298110858e-10 1.2424221459689336e-09 6.800980582655835e-05 0.00031661558190763684 6.949832316287094e-07 1.698057305456021e-08 0.0007992978085798151 1.4713946590978836e-16 2.465566813669722e-13 2.5459540290069847e-08
4.030435347476037 1.462145740481904e-06 1.0914452937865795e-06 1.096444627692166e-06 1.2354002380383978e-07 2.9765591922033905e-14 1.8885811345198327e-09 2.9698152200343167e-32 1.6564890221961406e-07 1.1392734445324721e-10 1.2747722486524217e-09 6.800266942051037e-05 0.00031659997249086435 6.832452580274215e-07 1.6574193213602058e-08 0.0007992978072283141 1.4596607253962483e-16 2.478774555550513e-13 2.553616432140776e-08
4.050791081554198 1.5123463183213929e-06 1.1293884508806248e-06 1.1338582644108945e-06 1.2778772792252467e-07 3.0077488422169214e-14 1.940598161045102e-09 2.8829586261969685e-32 1.7030830348986828e-07 1.1686469539730545e-10 1.3076366423384553e-09 6.799567033411477e-05 0.0003165846845974946 6.717418065354115e-07 1.6183545469395962e-08 0.0007992978059438912 1.4488019874576753e-16 2.492652630832168e-13 2.5550023107435864e-08
4.0711468156323605 1.5632180717713018e-06 1.1678637800186637e-06 1.171765322331199e-06 1.3209411873625607e-07 3.038342944663275e-14 1.9933226040931406e-09 2.798938484958045e-32 1.7503233575185048e-07 1.1984975864924427e-10 1.341034718096174e-09 6.798880599405657e-05 0.0003165697126130041 6.604686503128606e-07 1.5807671345251684e-08 0.0007992978047245432 1.4387400747568137e-16 2.507171946238297e-13 2.5500961895732384e-08
4.091502549710523 1.6147856182287028e-06 1.2068904756957214e-06 1.2101844122439854e-06 1.3646144726367572e-07 3.0683995001043816e-14 2.0467870363479874e-09 2.717684355904435e-32 1.798243346087966e-07 1.2288442828299965e-10 1.3749876706251146e-09 6.798207385158335e-05 0.00031655505088366923 6.494215649058844e-07 1.5445693350206824e-08 0.0007992978035684284 1.4294075726880666e-16 2.5223064506209737e-13 2.5389717392150887e-08
4.111858283788684 1.6670761090313482e-06 1.2464895709955182e-06 1.2491361465959816e-06 1.4089219775959725e-07 3.0979770375181156e-14 2.1010263983020503e-09 2.639126525822457e-32 1.8468782099490375e-07 1.2597074964597095e-10 1.4095183867889682e-09 6.797547139102887e-05 0.00031654069373932144 6.385963439479386e-07 1.5096806566956197e-08 0.0007992978024738566 1.4207458850385658e-16 2.5380327864391973e-13 2.5217898156359594e-08
4.132214017866846 1.7201190750698704e-06 1.2866838304878561e-06 1.2886430187846926e-06 1.4538907468349744e-07 3.127134236438623e-14 2.1560778125320266e-09 2.563195812550259e-32 1.8962649006040947e-07 1.2911090822517295e-10 1.4446513210611595e-09 6.7968996136848e-05 0.00031652663551663354 6.279888139623639e-07 1.4760271315520472e-08 0.0007992978014392841 1.4127036055002107e-16 2.554329986221925e-13 2.498793730096488e-08
4.152569751945007 1.7739462519044694e-06 1.3274976311919919e-06 1.3287292636943758e-06 1.4995498754374854e-07 3.155929559149306e-14 2.2119803741714894e-09 2.489823447151467e-32 1.9464419768818121e-07 1.323072174923045e-10 1.4804123595423071e-09 6.796264565909314e-05 0.00031651287058241336 6.175948479987774e-07 1.443540674138722e-08 0.0007992978004633088 1.405235270475699e-16 2.5711792063927333e-13 2.4703019798401847e-08
4.1729254860231695 1.8285913873483217e-06 1.368956833346957e-06 1.3694207021714711e-06 1.5459303391963542e-07 3.1844208997280506e-14 2.2687749228502624e-09 2.4189410198855022e-32 1.997449450017286e-07 1.355621058897363e-10 1.5168286743631714e-09 6.79564175773137e-05 0.0003164993933563292 6.074103778544832e-07 1.4121585191849608e-08 0.0007992977995446678 1.398300396104759e-16 2.588563492551545e-13 2.4366987960799946e-08
4.193281220101332 1.8840900347269867e-06 1.4110886427827317e-06 1.4107445724551438e-06 1.5930648100007966e-07 3.212665254986026e-14 2.326503800951548e-09 2.3504804754464154e-32 2.0493286123713389e-07 1.3887810313560234e-10 1.5539285704675447e-09 6.795030956291508e-05 0.0003164861983324881 5.974314046712574e-07 1.3818227260593868e-08 0.0007992977986822354 1.391862726632686e-16 2.6064675716146317e-13 2.3984229672300048e-08
4.213636954179493 1.9404793352751853e-06 1.4539214667832013e-06 1.4527293518585068e-06 1.6409874601056655e-07 3.2407184211381956e-14 2.3852106028104153e-09 2.2843741443007525e-32 2.1021218536636717e-07 1.4225782604447963e-10 1.5917413269741275e-09 6.794431934006848e-05 0.0003164732800993241 5.876540077535718e-07 1.3524797397081517e-08 0.0007992977978750201 1.3858896399589654e-16 2.6248776672090793e-13 2.3559554656695668e-08
4.233992688257655 1.9977977933837124e-06 1.497484765473736e-06 1.495404572228834e-06 1.6897337592690858e-07 3.268634719262735e-14 2.444939919391052e-09 2.2205547990322277e-32 2.1558724687620852e-07 1.4570396407956584e-10 1.6302970355336227e-09 6.793844468531145e-05 0.0003164606333573238 5.780743515205345e-07 1.3240799993133549e-08 0.0007992977971221631 1.380351670437148e-16 2.6437813354717296e-13 2.309806441863792e-08
4.254348422335816 2.0560850486435626e-06 1.5418089009423058e-06 1.5388006328884052e-06 1.7393402689480692e-07 3.296466752117897e-14 2.5057370829811315e-09 2.1589557269329674e-32 2.2106244612370892e-07 1.492192648711813e-10 1.6696264383088377e-09 6.79326834260204e-05 0.00031644825293421756 5.6868869057481e-07 1.2965775873821209e-08 0.0007992977964229351 1.375222119667068e-16 2.6631673189668843e-13 2.260502149601656e-08
4.2747041564139785 2.1153816488279582e-06 1.586924986492975e-06 1.5829486148558517e-06 1.7898444378584178e-07 3.3242651945670955e-14 2.5676479164708713e-09 2.0995108123427738e-32 2.2664223470296696e-07 1.5280651995269266e-10 1.709760768387525e-09 6.79270334379642e-05 0.00031643613379738275 5.594933729418121e-07 1.2699299132974387e-08 0.0007992977957767334 1.370476733924302e-16 2.683025416852293e-13 2.2085723325013504e-08
4.295059890492141 2.1757288280750473e-06 1.6328647386054493e-06 1.627880100154857e-06 1.8412844032174547e-07 3.352078619605014e-14 2.630718491785001e-09 2.0421546242228e-32 2.3233109626550573e-07 1.5646855097611317e-10 1.7507315955624507e-09 6.792149264216445e-05 0.00031642427106333274 5.504848415967804e-07 1.2440974265156592e-08 0.0007992977951830779 1.3660934326709277e-16 2.7033463697218685e-13 2.1545385393245183e-08
4.315415624570302 2.2371682945522294e-06 1.679660334301968e-06 1.6736269999167871e-06 1.8936988018788016e-07 3.379953361692919e-14 2.694994901955891e-09 1.9868225060437574e-32 2.3813352823401306e-07 1.6020819667316457e-10 1.7925706804526186e-09 6.791605900129053e-05 0.00031641266000429256 5.416596344511035e-07 1.2190433555756762e-08 0.0007992977946416081 1.3620520768148004e-16 2.724121757761468e-13 2.0989037505249223e-08
4.335771358648463 2.299742031765103e-06 1.7273442766681858e-06 1.7202213947629331e-06 1.9471265953211707e-07 3.407933418724517e-14 2.7605230511171633e-09 1.9334506662282313e-32 2.440540248332316e-07 1.6402830082123337e-10 1.8353098398684163e-09 6.791073051580768e-05 0.0003164012960519809 5.330143830105702e-07 1.1947334698941022e-08 0.0007992977941520782 1.3583342684432357e-16 2.7453439109964476e-13 2.042143598545054e-08
4.356127092726625 2.363492117395661e-06 1.7759492712094216e-06 1.7676953906028776e-06 2.0016069120606361e-07 3.4360603934157254e-14 2.8273484663263273e-09 1.8819762681256953e-32 2.500970618297391e-07 1.6793170145574907e-10 1.8789808261230734e-09 6.790550522007634e-05 0.00031639017479881973 5.245458099446509e-07 1.1711358619680435e-08 0.0007992977937143539 1.3549231759627509e-16 2.7670058305045383e-13 1.984699357829594e-08
4.3764828268047875 2.4284605631017828e-06 1.8255081155264676e-06 1.8160809925082447e-06 2.0571789105188994e-07 3.4643734742258235e-14 2.895516134575019e-09 1.8323375188732728e-32 2.562670833228953e-07 1.7192122154028606e-10 1.923615222654579e-09 6.790038117857243e-05 0.0003163792919968727 5.162507258175005e-07 1.1482207481066388e-08 0.0007992977933284079 1.3518033801617728e-16 2.7891011195318897e-13 1.9269727752154076e-08
4.39683856088295 2.494689178084402e-06 1.876053604457709e-06 1.8654099987258007e-06 2.1138816647086573e-07 3.492909455088004e-14 2.9650703676153104e-09 1.7844737565844174e-32 2.6256849086265766e-07 1.7599966126349005e-10 1.9692443578499753e-09 6.78953564823643e-05 0.0003163686435548722 5.081260252293251e-07 1.1259602861827276e-08 0.0007992977929943159 1.3489607378490554e-16 2.811623923498232e-13 1.869322714211005e-08
4.417194294961111 2.562219458449764e-06 1.927618452363777e-06 1.9157139162022395e-06 2.1717540743172693e-07 3.521702792297712e-14 3.0360546963452298e-09 1.7383255352043647e-32 2.6900563508841435e-07 1.801697920793261e-10 2.0158992383753606e-09 6.78904292459462e-05 0.00031635822553372297 5.001686826022311e-07 1.1043284091565866e-08 0.0007992977927122534 1.3463822605310197e-16 2.834568877917654e-13 1.8120635031930747e-08
4.437550029039273 2.6310925034975786e-06 1.9802352336489775e-06 1.967023898236569e-06 2.2308347999166242e-07 3.550785695936238e-14 3.108511795495679e-09 1.69383470616936e-32 2.7558280999035686e-07 1.8443435254688763e-10 2.0636105026406817e-09 6.788559760449165e-05 0.0003163480341408816 4.923757478207811e-07 1.0833006732961193e-08 0.0007992977924824923 1.3440560061672705e-16 2.857931063304148e-13 1.755464811498563e-08
4.457905763117434 2.701348959103182e-06 2.03393634195595e-06 2.0193707040958428e-06 2.2911622231460877e-07 3.580188252272453e-14 3.182483438303257e-09 1.6509444957893663e-32 2.8230424979659345e-07 1.887960459617912e-10 2.112408394309915e-09 6.788085971155669e-05 0.00031633806572399433 4.847443419068053e-07 1.0628541201228102e-08 0.0007992977923053983 1.3419709824507634e-16 2.8817059661782126e-13 1.699752830731501e-08
4.4782614971955965 2.773028987394373e-06 2.0887539677822665e-06 2.07278467967174e-06 2.3527744308595695e-07 3.6099385727641224e-14 3.258010479808601e-09 1.6095995771043136e-32 2.891741283914877e-07 1.9325753970730293e-10 2.1623227550525053e-09 6.787621373723333e-05 0.0003163283167641475 4.772716528732887e-07 1.0429671511694207e-08 0.0007992977921814286 1.3401170603457037e-16 2.9058894453466045e-13 1.645112511553247e-08
4.498617231273758 2.846172261015807e-06 2.1447200935992164e-06 2.127295757565958e-06 2.415709221447558e-07 3.6400629646419783e-14 3.335132866456179e-09 1.569746134891998e-32 2.9619656108015535e-07 1.9782146619421803e-10 2.2133830350704047e-09 6.787165786673e-05 0.0003163187838690398 4.699549318664981e-07 1.0236194146611147e-08 0.0007992977921111299 1.338484896817636e-16 2.930477702690456e-13 1.591690597503394e-08
4.51897296535192 2.920817979486359e-06 2.2018665049533903e-06 2.1829334744130518e-06 2.4800041308898157e-07 3.670586117657465e-14 3.4138896688557384e-09 1.531331922546043e-32 3.0337560843668896e-07 2.0249042520818383e-10 2.265618319371946e-09 6.786719029933718e-05 0.00031630946376633525 4.6279148967106326e-07 1.0047917032407216e-08 0.0007992977920951377 1.3370658658325654e-16 2.9554672577683484e-13 1.539599204567781e-08
4.539328699430082 2.9970049045382503e-06 2.2602248155424173e-06 2.239727002814361e-06 2.545696475600869e-07 3.701531301443063e-14 3.494319133951202e-09 1.4943063096997788e-32 3.107152819143697e-07 2.0726698744484563e-10 2.3190573673351505e-09 6.786280924772459e-05 0.000316300353297401 4.55778693620876e-07 9.864658618619966e-09 0.0007992977921341752 1.335851996804112e-16 2.9808549256152323e-13 1.4889197150653192e-08
4.559684433508243 3.074771410913445e-06 2.3198265039066703e-06 2.2977051949851536e-06 2.6128234088208353e-07 3.7329205680719215e-14 3.5764587524579555e-09 1.4586203197295415e-32 3.1821955085798313e-07 2.1215369898895748e-10 2.3737286628319104e-09 6.78585129375098e-05 0.0003162914494115778 4.489139649318939e-07 9.686247049810223e-09 0.0007992977922290532 1.3348359197443362e-16 3.006637797196141e-13 1.4397067833939012e-08
4.5800401675864055 3.154155548898641e-06 2.3807029591858117e-06 2.3568966351165225e-06 2.6814219871875256e-07 3.764774954794427e-14 3.6603453372918868e-09 1.424226656596332e-32 3.2589235054253034e-07 2.17153086484157e-10 2.429660472078889e-09 6.785429960703672e-05 0.0003162827491610825 4.4219477645045406e-07 9.512519421894693e-09 0.0007992977923806702 1.334010816434343e-16 3.0328132220503855e-13 1.3919922856774648e-08
4.600395901664568 3.23519511489864e-06 2.4428855333522593e-06 2.41732969751469e-06 2.751529244191229e-07 3.7971146825301215e-14 3.746015108807689e-09 1.3910797208493547e-32 3.337375908682621e-07 2.2226766274485038e-10 2.4868809064341056e-09 6.785016750730392e-05 0.00031627424969659425 4.3561865079394246e-07 9.343321114577847e-09 0.000799297792590013 1.3333703769823128e-16 3.059378792734946e-13 1.345789082099656e-08
4.620751635742729 3.317927726556259e-06 2.506405597439992e-06 2.4790326077829453e-06 2.8231822674390857e-07 3.8299593464443236e-14 3.833503782961995e-09 1.3591356149784955e-32 3.417591653664552e-07 2.2749993257881713e-10 2.5454179875502633e-09 6.784611490198876e-05 0.00031626594826353896 4.2918315884892326e-07 9.17850519191821e-09 0.0007992977928581574 1.332908761183848e-16 3.086332330744313e-13 1.3010944969030476e-08
4.641107369820891 3.402390899289224e-06 2.5712945995122087e-06 2.542033504625336e-06 2.8964182770070594e-07 3.863328095778923e-14 3.92284665897654e-09 1.328352138639044e-32 3.4996096020980215e-07 2.32852398616111e-10 2.60529971259761e-09 6.784214006751995e-05 0.0003162578421990559 4.2288591858458647e-07 9.017931863519906e-09 0.00079929779318627 1.3326205641447984e-16 3.113671873645183e-13 1.2578934545097742e-08
4.661463103899053 3.4886221215850686e-06 2.6375841224238487e-06 2.606360500240983e-06 2.9712747025952877e-07 3.8972398009691826e-14 4.014078703644079e-09 1.2986887745546552e-32 3.583468629710355e-07 2.383275669734867e-10 2.666554117645705e-09 6.783824129315906e-05 0.0003162499289296079 4.16724594136232e-07 8.86146799937922e-09 0.0007992977935756086 1.3325007856716813e-16 3.1413956632177356e-13 1.2161612394796364e-08
4.681818837977214 3.576658926927529e-06 2.705305939800607e-06 2.6720417377072315e-06 3.0477892576851995e-07 3.9317132069047135e-14 4.107234630043501e-09 1.2701066661203142e-32 3.6692077092863085e-07 2.439279526207167e-10 2.729209337708945e-09 6.783441688105993e-05 0.0003162422059691809 4.106968951133522e-07 8.708986692012935e-09 0.0007992977940275246 1.332544802979666e-16 3.1695021344406733e-13 1.1758658722048256e-08
4.702174572055376 3.666538960776753e-06 2.7744920690414887e-06 2.739105444184897e-06 3.1260000093864393e-07 3.966767071940941e-14 4.202348969060548e-09 1.2425685878693863e-32 3.756865987745993e-07 2.4965608435277276e-10 2.7932936623815507e-09 6.783066514628327e-05 0.0003162346709180098 4.048005760892194e-07 8.56036686012287e-09 0.0007992977945434646 1.3327483463126424e-16 3.1979899051942545e-13 1.1369701110480821e-08
4.722530306133538 3.7583000415527027e-06 2.8451748205282157e-06 2.807579979190691e-06 3.2059454431266284e-07 4.0024202928992885e-14 4.299456132704499e-09 1.2160389100396825e-32 3.8464828563268254e-07 2.5551450930742945e-10 2.858835586385815e-09 6.782698441674981e-05 0.0003162273214617647 3.9903343623283196e-07 8.415492888686101e-09 0.0007992977951249721 1.333107477113664e-16 3.2268577665858144e-13 1.0994331052172895e-08
4.7428860402117 3.851980215046747e-06 2.917386842569547e-06 2.877493877549458e-06 3.2876645217512935e-07 4.0386920167985725e-14 4.39859046874011e-09 1.1904835584775823e-32 3.93809801342819e-07 2.615057969994991e-10 2.9258638547115853e-09 6.782337303312288e-05 0.0003162201553711295 3.9339331904873237e-07 8.274254300976469e-09 0.0007992977957736898 1.3336185684260814e-16 3.2561046738246197e-13 1.0632117315174827e-08
4.763241774289862 3.947617802090686e-06 2.9911611619047187e-06 2.9488758869477903e-06 3.371196738951036e-07 4.075601740427459e-14 4.499786306594616e-09 1.1658699710731525e-32 4.031751520076894e-07 2.676325428694264e-10 2.994407502321636e-09 6.781982934861509e-05 0.0003162131705017142 3.8787811219568154e-07 8.136545458609304e-09 0.0007992977964913617 1.3342782872456047e-16 3.285729737591098e-13 1.0282616529221444e-08
4.7835975083680236 4.045251439635423e-06 3.0665312198306675e-06 3.021755000254473e-06 3.456582167209039e-07 4.113169399108675e-14 4.603077994846603e-09 1.1421670518289456e-32 4.1274838482859124e-07 2.7389737136478253e-10 3.064495888630458e-09 6.78163517287185e-05 0.0003162063647942395 3.8248574736026483e-07 8.002265286238398e-09 0.0007992977972798356 1.335083578580532e-16 3.3157322158575847e-13 9.945381384499985e-09
4.803953242446186 4.144920115631116e-06 3.1435309041988905e-06 3.0961604829518093e-06 3.543861500665277e-07 4.1514154461323e-14 4.70849993085359e-09 1.1193451235510578e-32 4.225335922807817e-07 2.803029385883034e-10 3.1361587271329543e-09 6.781293855086004e-05 0.0003161997362749484 3.772142001665467e-07 7.871317018019309e-09 0.000799297798141065 1.3360316510109727e-16 3.3461115061269964e-13 9.619966829227647e-09
4.824308976524348 4.246663198262451e-06 3.2221945776527363e-06 3.1721218961395774e-06 3.633076093427437e-07 4.1903609243678746e-14 4.816086583237636e-09 1.0973758800192366e-32 4.325349156933642e-07 2.868519345559183e-10 3.209426110669228e-09 6.780958820398606e-05 0.00031619328305619967 3.7206149010727436e-07 7.743607963380395e-09 0.0007992977990771121 1.3371199635682056e-16 3.376867138061821e-13 9.30593462560645e-09
